2018-10-23 07:32,大连地铁微博会员特权置顶早安大家要的首末车时间在此奉上二哈二哈如有运营时间变动我们会及时更新这个时间表的也欢迎大家关注大连地铁微信公众号点击菜单栏里的站点查询功能也可以看最新的首末车时间酷酷随着樱花节的到来我们还增加了樱花主题车厢时刻表
2019-02-21 16:18,恭喜二十一二十一花花乖乖花花乖乖禁区之王禁区之王橙子橙子听雨说听雨说结衣酱结衣酱么西么西聚光灯下的小凯聚光灯下的小凯获得文明出行纪念卡两张请中奖小伙伴私信小编
2019-02-21 16:17,恭喜我干嘛哭我干嘛哭飞不上天的鹿飞不上天的鹿勇闯天涯勇闯天涯点点周子涵周子涵挚爱只为挚爱只为艺艺凌南凌南迷妹守护者迷妹守护者获得文明出行纪念卡两张请中奖小伙伴私信小编
2019-02-21 14:24,#昨日客流#,大连地铁昨日客流万人次
2019-02-21 13:28,好尴尬啊二哈二哈
2019-02-21 11:40,前一个版本不过瘾一起来听听这一版如果我们举办一个大连话地铁报站大赛小伙伴们感兴趣嘛偷乐偷乐
2019-02-21 10:02,#大连话版地铁报站#,半岛晨报半岛晨报大连突发大连突发大连户口身份证大连户口身份证大连电台交通广播大连电台交通广播大连晚报大连晚报辽宁交通辽宁交通辽宁共青团辽宁共青团文明大连文明大连大连发布大连发布大连日报大连日报大连同城大连同城交通发布交通发布新闻大连新闻大连
2019-02-21 09:58,#大连话版地铁报站#,大连地铁大连话版地铁报站大连地铁美女主播姜慧茹携帅小伙儿边大路为老铁们倾情献声喃们要的大连话地铁报站网络测试版来了听听受不受小编点评慧茹普通话说惯了说大连话有点不标准啦允悲允悲成都地铁成都地铁向成都人民致敬学习请多多指教作揖作揖大连和平广场大连和平广场大连地铁的秒拍视频大连地铁的秒拍视频
2019-02-21 09:40,#文明出行安全乘车#,文明出行安全乘车教科书般的示范喵喵喵喵作揖作揖
2019-02-21 08:52,加油致敬努力看齐作揖作揖加油加油
2019-02-21 08:42,大连地铁欢迎乘坐大连地铁向着美好生活出发加油加油加油加油加油加油加油加油加油加油加油加油渡我不渡他渡我不渡他感谢视频提供没有稿费喵喵喵喵作揖作揖大连和平广场大连和平广场大连地铁的微博视频大连地铁的微博视频
2019-02-21 07:48,#今日早高峰#,大连地铁今日早高峰目前各条线路的整体客流较前几日相比有所增加现在号线春柳站松江路站以及兴工街站的乘客相对较多客流出行方向主要集中在大连北站去往西安路站区间号线客流压力主要集中在虹锦路站至中山广场站区间马栏广场站和人民广场站上车的乘客相对较多而在这一时间点位中山广场站的出展开全文
2019-02-21 07:43,#今日天气#,大连地铁今日天气我市晴日依旧西南风风力不大市区气温在之间天气温暖舒适美中不足的是空气质量仍旧不理想多地将会出现轻度到中度污染易敏感人群外出最好适当的防护
2019-02-20 16:26,大连地铁我们的粉丝即将突破两万大关允悲允悲为了让这一时刻早日到来同时也感谢昨天很多朋友响应看花不带包的号召所以今儿准备了小抽奖活动笑哈哈笑哈哈请参加活动的小伙伴关注大连地铁官方微博转发本条微博并加上想说的话并三名好友就有机会得到文明纪念票每张纪念票可在号线不限距离乘坐展开全文
2019-02-20 16:08,#昨日客流#,喵喵喵喵大连地铁大连地铁没破纪录小伙伴们是不是有些遗憾其实我觉得破不破记录不重要重要的是把大家平安送到家客流量没破纪录这说明这次焰火晚会准备充分组织得当各运输单位密切配合分工协作到位能把瞬间大客流消化于无形这才是王道喵喵喵喵至于记录以后迟早会破的静待作揖作揖
2019-02-20 15:48,#昨日客流#,大连地铁昨日客流地铁各线路总客运量万人次从昨日起地铁号线列列车全部上线运行行车间隔缩短至分钟地铁号线行车间隔为分钟昨日地铁号线共开行列次较平日增长地铁号线共开行列次较平日增长地铁号线共开行列次较平日增长续建线共开行展开全文
2019-02-20 13:40,#大连烟花晚会#,作揖作揖作揖作揖作揖作揖
2019-02-20 13:02,#大连元宵节烟花晚会#,拍得好好呀我心心大连从未离开
2019-02-20 12:55,#大连地铁正能量#,大连地铁大连地铁正能量今日在地铁号线东山路有乘客告诉站务人员有人晕倒车站工作人员随即把晕倒大爷抬下列车并得知大爷心脏不舒服大爷不同意打去医院只想家属来接在此期间好心人王女士和车站工作人员给大爷进行按摩大爷病情基本稳定等家属到车站时因大爷腿脚发麻无法行走车站展开全文
2019-02-20 12:43,#大连地铁正能量#,大连地铁大连地铁正能量大连元宵节烟花晚会烟花晚会结束后十点左右在西安路站站台车辆检修工作人员发现有一多数老大娘与家人走失手机没电了站长得知后安抚大娘情绪并安排工作人员为大娘手机充电手机打开后得知大娘家人在北站车站工作人员将大娘送上车并与北站联系最后大娘在北站找到了家展开全文
2019-02-20 10:20,#大连地铁正能量#,大连地铁大连地铁正能量大连元宵节烟花晚会昨天晚上一位老奶奶跟着家人准备去金普新区小窑湾分会场看烟花但来到地铁小窑湾站后由于腿脚不便无法前行车站主动安排老人到站长室坐下休息坐在屋里看着烟花老人很是开心连连对小窑湾站的服务表示感谢
2019-02-20 08:56,大连话搞一搞喵喵喵喵
2019-02-20 07:39,#今日天气#,大连地铁今日天气早呀太阳太阳未来几天我市天气也非常配合雨水节气的到来暖空气将逐渐占据上风风力不大气温稳中有升天气总体给人感觉将比较温暖具体来看今天影响我市多日的冷空气就将撤离天气转晴气温明显回升全市的最高气温基本都能升至附近最低气温南部地区在左右北部地区展开全文
2019-02-20 01:05,#大连烟花晚会#,辛苦了亲作揖作揖作揖作揖作揖作揖
2019-02-19 23:50,大连地铁人间值得作揖作揖作揖作揖作揖作揖大连星海湾大连星海湾
2019-02-19 23:19,大连地铁繁华落尽你们仍在大连星海广场大连星海广场大连地铁的微博视频大连地铁的微博视频
2019-02-19 23:09,大连地铁以此视频献给今天奋斗在车站的小伙伴们虽然此车地铁已经停运但现在仍有兄弟姐妹忙碌在岗位上辛苦作揖作揖作揖作揖希望大家今天烟花看的开心回家旅途顺心可爱可爱给你小心心给你小心心给你小心心给你小心心视频由红旗西路站提供大连地铁的秒拍视频大连地铁的秒拍视频
2019-02-19 22:48,大连地铁街道上弥漫着火药的气息老编散步回家今天老编和小编发了近条微博手都酸麻了但能帮助大家顺利安全回家还是很欣慰的谢谢老铁们的理解支持有你们在身边我们很幸运当然也有骂声和非议我们会继续努力继续做好服务最后感谢可敬可爱的同事们多地铁人辛苦了作揖作揖
2019-02-19 22:44,大连地铁为保障市民顺利安全观赏本届烟花晚会地铁集团提前一周启动各项准备工作对线路信号设施设备等系统进行集中检查和维护并对所有驾驶员进行集中安全培训和行车组织方案的培训今晚地铁集团全员上岗共计近人在多个中心车站的扶梯闸机安全门及自助售票机前均有专人值守并要求技术展开全文
2019-02-19 22:36,谢谢心心大连从未离开
2019-02-19 22:36,大连地铁号线最后一班车发出拜拜啦大网红羞嗒嗒羞嗒嗒大连地铁的秒拍视频大连地铁的秒拍视频
2019-02-19 22:25,#小编在现场#,大连地铁小编在现场最新消息河口去旅顺的车点发车请去旅顺的乘客抓紧时间大网红号线在此恭候作揖作揖大连地铁的微博视频大连地铁的微博视频
2019-02-19 22:22,#小编在现场#,大连地铁小编在现场家住旅顺的乘客等着回家了有一种幸福叫做出门随便浪浪完后有车载你回家可爱可爱欢喜闹元宵
2019-02-19 21:47,#小编在现场#,大连地铁小编在现场西安路站号线站台客流并不多请还没有进站的乘客不要着急肯定会安安全全把你们送回家的给你小心心给你小心心大连地铁的微博视频大连地铁的微博视频
2019-02-19 21:47,大连地铁兴工街站目前乘客较多车站实行限流
2019-02-19 21:44,大连地铁星海广场站现已恢复正常运营车站口采取限流进站口封闭口只出不进开设安检快速通道请乘客听从工作人员指挥有序进站如需帮助请及时联系车站工作人员
2019-02-19 21:42,大连地铁烟花晚会结束后西安路站客流一直处于上升趋势目前车站口全部正常开放大家一定要注意安全有序乘车大连地铁的秒拍视频大连地铁的秒拍视频
2019-02-19 21:38,#小编在现场#,大连地铁小编在现场目前西安路站往北站方向乘客较多请乘客听从工作人员指挥往车尾处走人相对还少同时请大家注意安全作揖作揖作揖作揖
2019-02-19 21:37,大连地铁会展中心站目前口封闭口只进不出口只出不进对进站乘客进行限流望广大市民听从工作人员指引有序进站乘车
2019-02-19 21:31,#小编在现场#,大连地铁小编在现场重要通知地铁号线富国街站会展中心站星海广场站大医二院站黑石礁站封站解除限流进入正常安检地铁号线各车站全部免票送市民回家大连日报大连日报大连发布大连发布半岛晨报半岛晨报大连电台交通广播大连电台交通广播
2019-02-19 21:30,#小编在现场#,大连地铁小编在现场在此感谢乘客们很多乘客响应了我们的号召做到了看花不带包大大的增加了进站的效率给力作揖作揖作揖作揖
2019-02-19 21:25,大连地铁西安路站开始迎接烟花结束后的返程大客流口客流逐渐增多采取限流措施口继续封口口只进不出请乘客听从工作人员疏导注意安全
2019-02-19 21:18,#小编在现场#,大连地铁小编在现场大批安保人员赶往西安路站应对大客流的到来大连地铁的秒拍视频大连地铁的秒拍视频
2019-02-19 20:57,大连地铁除了富国街到黑石礁五个车站封了其他都正常现在除了西安路通车还有哪通现在除了西安路通车还有哪通
2019-02-19 20:47,#小编在现场#,大连地铁小编在现场星海广场站利用封站缓冲时间为迎接烟花结束后返程的乘客星海广场站工作人员安检保洁齐心协力准备进站分流铁马摆放设置临时售票处为乘客提供良好的返程服务
2019-02-19 20:46,#小编在现场#,大连地铁小编在现场辛苦了我们的司机兄弟姐妹们有的人至今还没吃晚饭作揖作揖作揖作揖作揖作揖
2019-02-19 20:27,#大连烟花晚会#,大连日报大连烟花晚会一年一度元宵佳节今晚在星海湾被点亮如梦如幻浪漫唯美花好月圆人团圆来源朋友圈
2019-02-19 20:23,#小编在现场#,大连地铁小编在现场最新消息西安路站二号线恢复正常不再跳站可以换乘了大连电台交通广播大连电台交通广播半岛晨报半岛晨报大连发布大连发布大连日报大连日报行游大连行游大连
2019-02-19 20:19,#小编在现场#,大连地铁小编在现场马栏子车站晚饭时间员工家属为值班的妻子送来了热腾腾的饺子和汤圆让孩子看一看抱一抱妈妈泪泪泪泪泪泪行游大连行游大连大连日报大连日报大连发布大连发布半岛晨报半岛晨报大连电台交通广播大连电台交通广播
2019-02-19 20:14,#小编在现场#,大连地铁小编在现场此刻的星海广场车站迎来了暂时的宁静但地铁员工并未休息他们正为稍后的运营做各项准备工作开设带包乘客与无包乘客安检快速通道
